transaction_id,timestamp,sender_upi,receiver_upi,amount,transaction_type,location,device_type,transaction_status,label
KAG024170,18-04-2025 06:22,allennancy@ybl,nperry@fraudlink,33056.79,recharge,Delhi,iOS,SUCCESS,1
KAG119843,16-06-2025 03:20,rebekah12@paytm,fkrueger@upi,14946.19,merchant,Delhi,Android,SUCCESS,1
KAG156262,16-05-2025 09:04,kkeller@upi,jenniferfriedman@fraudlink,24622.17,peer-to-peer,Bangalore,iOS,SUCCESS,1
KAG014875,17-05-2025 07:18,butlerkaren@upi,vgillespie@okicici,25335.12,recharge,Mumbai,Android,SUCCESS,1
KAG213650,28-08-2025 08:19,jesusmiles@okaxis,harrisdavid@fraudlink,8897.62,peer-to-peer,Delhi,Android,SUCCESS,1
KAG154228,22-06-2025 06:14,debbiewood@paytm,tiffanypalmer@paytm,43321.67,merchant,Hyderabad,Web,SUCCESS,1
KAG205325,26-09-2025 06:43,bolson@okaxis,eric73@fraudlink,34352.43,peer-to-peer,Hyderabad,Web,SUCCESS,1
KAG008805,29-07-2025 05:52,roy33@okhdfc,ryan71@fraudlink,8753.57,bill payment,Mumbai,Android,SUCCESS,1
KAG217957,18-08-2025 08:41,krussell@ybl,alvarezbrian@fraudlink,37165.49,merchant,Kolkata,Android,SUCCESS,1
KAG245927,15-09-2025 10:05,jmurphy@okhdfc,icortez@fraudlink,14057.09,merchant,Delhi,Web,SUCCESS,1
KAG232081,03-07-2025 08:43,rosecase@okhdfc,christopher21@fraudlink,12772.98,merchant,Chennai,iOS,SUCCESS,1
KAG048904,07-10-2025 09:49,wyatt86@ybl,hwilson@ybl,38522.16,merchant,Delhi,Android,FAILED,1
KAG017210,15-05-2025 08:02,hernandezerica@oksbi,kathryncolon@fraudlink,25597.21,merchant,Hyderabad,Android,SUCCESS,1
KAG074158,06-09-2025 09:39,taraadams@ybl,jwolfe@fraudlink,25891.15,merchant,Hyderabad,Web,SUCCESS,1
KAG229895,24-11-2024 09:14,jhall@upi,andrewoliver@fraudlink,25850.38,merchant,Pune,iOS,SUCCESS,1
KAG132103,01-09-2025 07:40,harry51@okaxis,douglasmoran@fraudlink,31324.7,recharge,Bangalore,iOS,SUCCESS,1
KAG018921,22-08-2025 07:21,joseph20@okicici,nancy18@fraudlink,16035.36,merchant,Bangalore,Android,SUCCESS,1
KAG085770,27-07-2025 09:24,kevin84@oksbi,dreynolds@fraudlink,40863.13,merchant,Chennai,iOS,SUCCESS,1
KAG091084,25-08-2025 04:33,brentelliott@okicici,raymelissa@fraudlink,13053.29,recharge,Noida,Android,SUCCESS,1
KAG166080,07-09-2024 18:14,meagangrant@upi,brendasmith@fraudlink,28001.44,merchant,Pune,iOS,SUCCESS,1
KAG194791,10-10-2025 09:23,blairtamara@ybl,reidrebecca@fraudlink,36598.48,merchant,Noida,iOS,SUCCESS,1
KAG171917,27-08-2024 07:51,wrightkeith@okicici,padillapriscilla@fraudlink,9572.78,merchant,Bangalore,Android,SUCCESS,1
KAG188073,06-10-2025 07:07,austin02@upi,paul53@fraudlink,8101.2,peer-to-peer,Chennai,Android,SUCCESS,1
KAG232072,20-12-2024 16:33,ostevens@oksbi,qacevedo@fraudlink,18170.47,merchant,Mumbai,iOS,FAILED,1
KAG025540,07-09-2024 00:00,heidi91@okaxis,christinahernandez@fraudlink,8950.34,merchant,Mumbai,Android,SUCCESS,1
KAG220810,29-06-2025 06:48,donnayoung@oksbi,kathrynsanders@fraudlink,6811.82,peer-to-peer,Noida,iOS,SUCCESS,1
KAG249646,13-08-2025 04:24,tanyaandrade@okicici,websterjohn@paytm,16121.89,merchant,Chennai,Android,FAILED,1
KAG215515,29-08-2025 08:09,rebecca95@upi,coopertravis@okhdfc,34876.42,merchant,Pune,Android,SUCCESS,1
KAG143146,01-09-2025 10:00,jasonbarton@okhdfc,cindystevenson@fraudlink,16531.26,merchant,Delhi,Android,SUCCESS,1
KAG051741,21-05-2025 10:10,zgutierrez@upi,darlenesavage@fraudlink,46394.3,merchant,Pune,iOS,SUCCESS,1
KAG052663,08-10-2025 06:19,harrischarles@okaxis,davilalawrence@okaxis,47027.18,recharge,Bangalore,Web,SUCCESS,1
KAG059410,04-07-2025 06:16,courtneyhenry@oksbi,edwardsaaron@fraudlink,12879.02,peer-to-peer,Mumbai,Android,SUCCESS,1
KAG035614,29-11-2024 15:24,tammy56@okhdfc,kimberlyalexander@fraudlink,18980.88,peer-to-peer,Kolkata,iOS,SUCCESS,1
KAG203445,26-07-2025 03:20,dramos@okhdfc,bosborne@fraudlink,20648.87,merchant,Kolkata,Android,SUCCESS,1
KAG069889,11-08-2025 09:40,aaguirre@okicici,keith25@fraudlink,23200.72,peer-to-peer,Noida,Android,SUCCESS,1
KAG076211,26-05-2025 05:10,hsutton@okhdfc,svaughan@okaxis,38473.87,peer-to-peer,Kolkata,iOS,SUCCESS,1
KAG070869,04-05-2025 09:33,robertibarra@ybl,lukedennis@fraudlink,5516.27,peer-to-peer,Hyderabad,iOS,SUCCESS,1
KAG009919,28-08-2024 16:47,hooperjessica@okicici,vcastillo@fraudlink,5340.99,bill payment,Pune,Android,SUCCESS,1
KAG060524,17-04-2025 06:06,larsonjeffrey@okhdfc,sarah33@fraudlink,23066.54,merchant,Delhi,iOS,SUCCESS,1
KAG163615,26-04-2025 05:00,zali@ybl,prattchad@ybl,20844.22,recharge,Bangalore,Android,SUCCESS,1
KAG203220,17-05-2025 08:20,angela48@okaxis,matthew60@fraudlink,45008.44,peer-to-peer,Pune,Android,SUCCESS,1
KAG107723,23-05-2024 12:02,laurendennis@paytm,jennifer17@ybl,48526,peer-to-peer,Kolkata,Android,SUCCESS,1
KAG209782,10-09-2024 10:09,david67@ybl,hvaldez@okicici,10903.08,merchant,Kolkata,Android,SUCCESS,1
KAG014118,26-05-2025 05:04,kevin24@upi,zvalencia@fraudlink,12304.4,bill payment,Kolkata,Android,FAILED,1
KAG149671,25-07-2025 07:19,rjenkins@okicici,lmccarthy@fraudlink,36312.69,recharge,Bangalore,Android,SUCCESS,1
KAG112094,30-08-2025 08:00,cartersara@okicici,coxsarah@fraudlink,38815.73,merchant,Chennai,Android,SUCCESS,1
KAG020819,21-06-2025 08:00,tyler46@upi,stephanie01@fraudlink,10155.3,peer-to-peer,Pune,iOS,SUCCESS,1
KAG194697,06-05-2025 04:41,taylor71@upi,kramerralph@fraudlink,24919.31,bill payment,Kolkata,Android,SUCCESS,1
KAG033022,22-09-2025 08:14,lisa78@okicici,ybartlett@fraudlink,18375.44,peer-to-peer,Chennai,Android,SUCCESS,1
KAG087731,06-08-2024 14:54,robinsonlisa@paytm,michelle71@fraudlink,14167.79,merchant,Chennai,iOS,SUCCESS,1
KAG087677,16-05-2025 06:53,matthewpayne@paytm,goneal@ybl,36864.2,merchant,Mumbai,iOS,SUCCESS,1
KAG066028,23-11-2024 19:32,kimbeth@paytm,michellesims@fraudlink,25595.82,merchant,Delhi,Android,SUCCESS,1
KAG037514,05-09-2025 03:45,olee@upi,gerald66@fraudlink,27027.87,merchant,Kolkata,iOS,SUCCESS,1
KAG178172,13-07-2025 10:53,kingjulie@paytm,darlene31@fraudlink,5611.9,peer-to-peer,Pune,Android,SUCCESS,1
KAG003017,16-01-2024 17:25,daniel27@okhdfc,jessicaharmon@fraudlink,27850.95,merchant,Mumbai,Android,SUCCESS,1
KAG034607,03-07-2025 07:44,victoria79@paytm,christian14@fraudlink,32001.64,merchant,Chennai,iOS,SUCCESS,1
KAG097590,05-09-2025 04:58,higginsalexis@okaxis,reyesjoshua@fraudlink,45579.55,peer-to-peer,Mumbai,Web,SUCCESS,1
KAG178060,26-04-2025 04:32,leslie41@okaxis,allenaustin@fraudlink,14642.16,peer-to-peer,Noida,iOS,SUCCESS,1
KAG011363,11-10-2025 09:41,hendersondean@okhdfc,moniquesanchez@paytm,25590.35,recharge,Noida,Android,SUCCESS,1
KAG102350,18-09-2025 08:52,fbaker@upi,tamaraanderson@fraudlink,9953.36,peer-to-peer,Hyderabad,iOS,SUCCESS,1
KAG243746,09-10-2025 09:13,xsmith@okhdfc,nancylynn@okhdfc,34763.37,merchant,Pune,Android,SUCCESS,1
KAG168070,10-01-2024 11:03,amorales@okhdfc,murphyashley@fraudlink,10439.09,merchant,Bangalore,Android,SUCCESS,1
KAG217033,05-07-2025 07:56,ywilliams@paytm,woodgregory@fraudlink,30635.03,bill payment,Kolkata,Android,SUCCESS,1
KAG230787,30-09-2025 07:27,matthewgregory@oksbi,nkrueger@fraudlink,17082.09,merchant,Bangalore,Android,SUCCESS,1
KAG013551,27-08-2025 05:32,stephen54@upi,ibrooks@fraudlink,29222.9,peer-to-peer,Kolkata,Android,FAILED,1
KAG009734,01-09-2025 04:26,umoore@upi,thomas47@fraudlink,35414.33,peer-to-peer,Mumbai,Android,SUCCESS,1
KAG102437,24-08-2025 08:06,wallison@ybl,vmoore@fraudlink,33549.84,merchant,Hyderabad,Android,SUCCESS,1
KAG073349,29-05-2025 10:59,mcmahondustin@ybl,ncolon@fraudlink,45372.12,bill payment,Mumbai,iOS,SUCCESS,1
KAG031068,06-05-2025 05:54,angelanicholson@oksbi,edwinperry@fraudlink,49604.53,merchant,Chennai,iOS,SUCCESS,1
KAG201995,09-09-2024 20:01,tallen@okaxis,mfuentes@fraudlink,28732.26,peer-to-peer,Delhi,Android,SUCCESS,1
KAG222708,01-10-2025 07:47,hardysydney@okicici,ppeterson@fraudlink,14726.68,merchant,Hyderabad,Android,SUCCESS,1
KAG249544,01-05-2025 08:51,svargas@paytm,rodriguezkatrina@okhdfc,7345.74,merchant,Noida,iOS,SUCCESS,1
KAG017798,11-06-2025 05:43,kurtbentley@paytm,kylemcbride@fraudlink,45609.1,merchant,Kolkata,Android,SUCCESS,1
KAG001190,21-06-2025 05:28,juliahoffman@ybl,ericwalker@oksbi,42521.91,peer-to-peer,Delhi,Android,SUCCESS,1
KAG010037,28-08-2025 05:59,kimberlyerickson@ybl,cynthia02@fraudlink,21133.53,recharge,Bangalore,Android,FAILED,1
KAG122095,07-06-2025 09:37,juanhill@oksbi,vgeorge@fraudlink,7539.73,peer-to-peer,Mumbai,Android,SUCCESS,1
KAG079167,20-04-2025 05:11,kevingeorge@paytm,johnfrank@fraudlink,6883.79,merchant,Hyderabad,Android,SUCCESS,1
KAG145037,08-08-2025 10:52,patricia50@oksbi,randy96@okicici,5905.92,peer-to-peer,Noida,Android,SUCCESS,1
KAG157489,18-09-2025 04:48,alex17@okhdfc,nicole23@fraudlink,31431.52,merchant,Bangalore,Android,SUCCESS,1
KAG045628,14-07-2025 07:15,savannah83@paytm,christinaroy@okhdfc,35841.52,peer-to-peer,Pune,Android,SUCCESS,1
KAG088656,11-03-2024 10:31,aaron13@oksbi,danasellers@ybl,18213.16,merchant,Noida,Android,SUCCESS,1
KAG170803,17-05-2025 04:09,sarah12@okhdfc,david48@okaxis,34744.06,peer-to-peer,Pune,iOS,SUCCESS,1
KAG246429,27-07-2025 06:51,mmeadows@okaxis,clewis@fraudlink,19978.13,merchant,Kolkata,Android,SUCCESS,1
KAG042711,13-06-2024 18:45,michele65@oksbi,cindywright@paytm,48760.86,recharge,Noida,Android,SUCCESS,1
KAG045427,06-09-2024 17:23,efoster@oksbi,jasonmontgomery@fraudlink,9650.65,recharge,Pune,Android,SUCCESS,1
KAG071134,22-02-2024 20:05,sjohnson@oksbi,bwillis@ybl,20129.88,peer-to-peer,Pune,Android,SUCCESS,1
KAG170712,29-09-2025 09:56,smatthews@okaxis,archeremily@fraudlink,35536.01,peer-to-peer,Bangalore,Android,SUCCESS,1
KAG087656,20-06-2025 04:52,patrickfloyd@ybl,tmooney@fraudlink,41988.05,peer-to-peer,Hyderabad,Android,SUCCESS,1
KAG093459,10-06-2025 06:59,lewismark@oksbi,gonzalezanthony@okicici,15323.19,merchant,Mumbai,Android,SUCCESS,1
KAG012733,30-04-2025 07:31,melanie15@paytm,nrobles@fraudlink,42014.21,peer-to-peer,Pune,Android,SUCCESS,1
KAG006449,29-08-2025 03:45,bowenjonathan@ybl,lucas64@okaxis,37942.69,merchant,Pune,Android,SUCCESS,1
KAG225779,02-05-2025 07:46,lisa75@okaxis,pricekeith@ybl,44763.88,recharge,Chennai,Web,SUCCESS,1
KAG042952,11-09-2025 10:05,nataliesnyder@oksbi,keithwhite@fraudlink,7512.85,peer-to-peer,Pune,Android,SUCCESS,1
KAG156891,29-06-2025 09:54,edominguez@okaxis,duanephillips@fraudlink,6259.85,merchant,Mumbai,Android,SUCCESS,1
KAG084376,22-07-2025 03:13,zacharyneal@upi,lwhite@fraudlink,39695.51,peer-to-peer,Chennai,Android,FAILED,1
KAG137030,10-06-2025 07:55,alison18@paytm,krodgers@fraudlink,15639.13,peer-to-peer,Delhi,Android,SUCCESS,1
KAG012665,30-07-2025 05:29,michelle12@paytm,deborahsmall@okaxis,17022.75,recharge,Bangalore,Android,SUCCESS,1
KAG178764,19-05-2025 04:58,psmith@okhdfc,maryevans@fraudlink,5940.47,bill payment,Kolkata,iOS,SUCCESS,1
KAG112862,01-09-2025 08:53,eddiecolon@oksbi,bethanymiller@fraudlink,30789.86,bill payment,Bangalore,Android,SUCCESS,1
KAG048090,28-05-2025 07:05,rknight@paytm,jasmine37@oksbi,12879.12,merchant,Chennai,Android,SUCCESS,1
KAG002706,12-07-2024 08:27,hrichardson@paytm,ojacobs@fraudlink,31381.43,peer-to-peer,Noida,Android,SUCCESS,1
KAG012440,03-05-2025 07:34,michael87@oksbi,hannahstrickland@fraudlink,10282.17,recharge,Chennai,Android,SUCCESS,1
KAG009509,23-09-2025 03:45,dustinallen@upi,matthew33@fraudlink,7425.1,merchant,Delhi,Android,SUCCESS,1
KAG132359,17-05-2025 03:25,hkirk@oksbi,ulopez@okhdfc,27480.94,peer-to-peer,Chennai,Android,SUCCESS,1
KAG070862,30-06-2024 16:42,markhicks@okhdfc,lindsay03@okicici,28531.35,merchant,Delhi,iOS,SUCCESS,1
KAG122433,30-07-2025 08:05,burnslynn@okicici,cheryl27@ybl,16840.93,peer-to-peer,Bangalore,Android,SUCCESS,1
KAG060793,15-06-2025 07:50,tammychambers@oksbi,laustin@fraudlink,44408,merchant,Kolkata,Android,SUCCESS,1
KAG053925,02-05-2024 13:56,fyoung@ybl,delgadoamy@okhdfc,21548.55,bill payment,Noida,Android,FAILED,1
KAG155810,04-10-2025 04:29,michaelterry@paytm,hlane@okaxis,38128.83,recharge,Bangalore,Android,SUCCESS,1
KAG045783,02-10-2025 09:12,michael10@okaxis,lmiller@fraudlink,47866.76,recharge,Mumbai,Android,SUCCESS,1
KAG198254,25-07-2025 09:36,jacksonmatthew@paytm,annette64@fraudlink,6212.33,bill payment,Noida,Android,SUCCESS,1
KAG053883,29-05-2024 16:05,khanjeremy@ybl,jessica27@fraudlink,45458.8,merchant,Bangalore,iOS,SUCCESS,1
KAG078535,19-04-2025 09:07,tbenitez@okicici,jamesacosta@okhdfc,5532.03,peer-to-peer,Pune,Android,SUCCESS,1
KAG044997,13-08-2025 09:32,gerald56@ybl,monica13@fraudlink,46064.92,peer-to-peer,Hyderabad,Android,SUCCESS,1
KAG240731,01-05-2025 06:11,wrightsara@paytm,william68@fraudlink,17999.41,merchant,Delhi,iOS,SUCCESS,1
KAG110592,03-05-2025 08:13,lisa42@paytm,vmarshall@okicici,10551.26,peer-to-peer,Kolkata,iOS,SUCCESS,1
KAG229904,01-05-2025 10:49,njames@okaxis,ashleyhill@paytm,47646.05,merchant,Delhi,iOS,SUCCESS,1
KAG195765,26-04-2025 07:10,herringnicholas@oksbi,brownmichael@fraudlink,49748.4,bill payment,Mumbai,Android,SUCCESS,1
KAG021823,28-12-2024 17:32,mbrown@ybl,raustin@fraudlink,38960.67,peer-to-peer,Bangalore,Android,SUCCESS,1
KAG213533,24-04-2025 08:32,adrian76@okaxis,gsullivan@fraudlink,34403.13,peer-to-peer,Mumbai,Android,SUCCESS,1
KAG209107,16-07-2025 06:20,tara37@upi,jhays@fraudlink,35369.04,merchant,Mumbai,Android,SUCCESS,1
KAG199542,14-10-2025 10:43,fcarlson@oksbi,oscarbarron@fraudlink,28361.34,merchant,Chennai,iOS,SUCCESS,1
KAG062900,20-08-2025 09:05,christina21@upi,adamrush@oksbi,37899.84,merchant,Kolkata,Android,FAILED,1
KAG009920,16-09-2025 09:01,laurenpeters@okaxis,perezleah@upi,14909.05,merchant,Chennai,Android,SUCCESS,1
KAG012578,26-05-2025 05:20,michaelhart@ybl,nlee@fraudlink,49585.03,merchant,Chennai,Android,SUCCESS,1
KAG101785,22-10-2024 19:23,alexandra20@oksbi,andersonfrancisco@fraudlink,23296.46,merchant,Pune,iOS,SUCCESS,1
KAG062313,28-09-2025 06:24,idillon@oksbi,leenatalie@fraudlink,40787.39,bill payment,Bangalore,Android,SUCCESS,1
KAG134158,02-09-2025 06:52,andreareyes@oksbi,johnstonnicholas@paytm,30592.32,merchant,Delhi,iOS,SUCCESS,1
KAG062296,19-06-2025 07:03,zachary46@upi,samuel64@fraudlink,37832.05,bill payment,Mumbai,Android,SUCCESS,1
KAG207459,01-10-2025 04:00,carol63@paytm,alexissmith@upi,17190.5,merchant,Noida,Android,SUCCESS,1
KAG017591,23-04-2025 09:59,karencampbell@ybl,katherine17@okaxis,17899.6,bill payment,Kolkata,Android,SUCCESS,1
KAG218820,07-05-2025 10:01,mrobbins@oksbi,jeremyperry@fraudlink,42345.22,recharge,Mumbai,Web,SUCCESS,1
KAG145150,12-07-2025 07:19,ahudson@okhdfc,timothy79@fraudlink,22778.19,bill payment,Delhi,Android,SUCCESS,1
KAG143190,26-07-2025 05:08,tiffany53@okhdfc,michelewagner@fraudlink,45699.53,recharge,Noida,Android,SUCCESS,1
KAG104957,24-04-2025 07:34,linda48@upi,petersonscott@fraudlink,11363.71,merchant,Hyderabad,Android,SUCCESS,1
KAG019468,25-07-2025 05:21,duanenewman@okicici,brettwilliams@fraudlink,33980.17,peer-to-peer,Pune,Android,SUCCESS,1
KAG144450,03-05-2025 04:05,robert87@paytm,nhaynes@fraudlink,26165.76,merchant,Bangalore,Android,FAILED,1
KAG208990,21-06-2025 04:42,qcastillo@ybl,katie53@fraudlink,40608.02,bill payment,Delhi,iOS,SUCCESS,1
KAG135343,15-09-2025 04:03,amartinez@okhdfc,reesederrick@fraudlink,13061.81,merchant,Mumbai,Android,FAILED,1
KAG082481,19-04-2025 08:46,evelazquez@okicici,joshua26@fraudlink,41174.01,peer-to-peer,Hyderabad,Android,SUCCESS,1
